run_id,livello,tbt,epoca,n_host_con_peso,gini_peso_pubblicato,gini_peso_effettivo,entropia_normalizzata_peso,host_dominante,quota_host_dominante,gini_atteso_da_input,gini_contributi_c_i,delta_gini_pubblicato_input
run5-tbt-2s/regionale,regionale,2,38,2,0.299679,0.299679,0.722569,m1,0.799679,0.398606,0.283015,-0.098927
run5-tbt-2s/regionale,regionale,2,39,3,0.383947,0.383947,0.753633,m1,0.649684,0.383953,0.219199,-7e-06
run5-tbt-2s/regionale,regionale,2,40,3,0.340851,0.340851,0.811432,m1,0.627822,0.340844,0.216668,7e-06
run5-tbt-2s/regionale,regionale,2,41,3,0.388267,0.388267,0.747155,m1,0.687117,0.388269,0.271947,-2e-06
run5-tbt-2s/regionale,regionale,2,42,1,0.0,0.0,0.0,m2,1.0,0.373585,0.238582,-0.373585
run5-tbt-2s/regionale,regionale,2,43,2,0.354992,0.354992,0.597206,m1,0.854992,0.341828,0.184093,0.013164
run5-tbt-2s/regionale,regionale,2,44,3,0.373029,0.373029,0.76181,m1,0.682463,0.373031,0.232597,-3e-06
run5-tbt-2s/regionale,regionale,2,45,2,0.2352,0.2352,0.833904,m1,0.7352,0.373585,0.238582,-0.138385
run5-tbt-2s/regionale,regionale,2,46,2,0.259243,0.259243,0.796297,m2,0.759243,0.430745,0.271947,-0.171502
run5-tbt-2s/regionale,regionale,2,47,3,0.25277,0.25277,0.898998,m1,0.539381,0.252762,0.160924,7e-06
run5-tbt-2s/regionale,regionale,2,48,3,0.388267,0.388267,0.747155,m1,0.687117,0.388269,0.271947,-2e-06
run5-tbt-2s/regionale,regionale,2,49,2,0.201424,0.201424,0.879543,m1,0.701424,0.340395,0.219199,-0.138971
run5-tbt-2s/regionale,regionale,2,50,2,0.412352,0.412352,0.42857,m1,0.912352,0.413825,0.238582,-0.001473
run5-tbt-2s/regionale,regionale,2,51,2,0.056733,0.056733,0.990693,m2,0.556733,0.375733,0.233692,-0.319
run5-tbt-2s/regionale,regionale,2,52,3,0.288088,0.288088,0.867622,m1,0.575475,0.288088,0.248932,-0.0
run5-tbt-2s/regionale,regionale,2,53,2,0.267485,0.267485,0.78237,m1,0.767485,0.388269,0.271947,-0.120784
run5-tbt-2s/regionale,regionale,2,54,3,0.376499,0.376499,0.766206,m1,0.650037,0.376492,0.216668,7e-06
run5-tbt-2s/regionale,regionale,2,55,0,0.0,0.0,0.0,,,0.340395,0.219199,-0.340395
